Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
452,Riley Ridley\RidlRi00,CHI,WR,24,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,1.00,11.5,11.50,0.00,0.00,0.00,0.00,,,1.00,2.15,4.3,1.65,,88.0,
453,John Ross\RossJo00,CIN,WR,25,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.33,0.67,5.67,8.50,0.00,0.00,0.00,0.00,,,0.67,1.23,3.7,0.90,,59.3,
454,Keith Smith\SmitKe03,ATL,RB,28,10,3,0.00,0.00,0.00,0.00,0.00,0.30,0.40,1.33,0.00,0.70,0.50,1.50,3.00,0.00,0.00,0.00,0.00,,,0.20,0.69,6.9,0.44,,12.8,
455,Diontae Spencer\SpenDi00,DEN,WR,28,7,0,0.00,0.00,0.00,0.00,0.00,0.14,1.29,9.00,0.00,0.29,0.14,1.00,7.00,0.00,0.00,0.00,0.00,,,0.29,0.37,2.6,0.30,,25.7,
456,Luke Stocker\StocLu00,ATL,TE,32,10,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.60,0.30,2.00,6.67,0.00,0.00,0.00,0.00,,,0.20,0.50,5.0,0.35,,8.70,
457,Geoff Swaim\SwaiGe00,TEN,TE,27,5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.60,3.80,6.33,0.00,0.00,0.00,0.00,,,0.40,0.98,4.9,0.68,,17.8,
458,Levine Toilolo\ToilLe00,NYG,TE,29,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.40,0.30,2.20,7.33,0.00,0.00,0.00,0.00,,,0.20,0.52,5.2,0.37,,8.50,
459,Trayveon Williams\WillTr06,CIN,RB,23,4,0,0.00,0.00,0.00,0.00,0.00,1.25,5.50,4.40,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.50,0.55,2.2,0.55,,31.3,
460,Matt Barkley\BarkMa00,BUF,QB,30,1,0,3.00,5.00,22.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,1.00,0.90,0.9,0.90,,58.0,
461,Nick Bellore\BellNi01,SEA,RB,31,10,0,0.00,0.00,0.00,0.00,0.00,0.10,0.50,5.00,0.00,0.10,0.10,0.90,9.00,0.00,0.00,0.00,0.00,,,0.10,0.24,2.4,0.19,,13.2,
462,Lynn Bowden Jr.\BowdLy00,MIA,RB,23,4,1,0.00,0.00,0.00,0.00,0.00,1.00,2.25,2.25,0.00,0.25,0.25,-0.25,-1.00,0.00,0.00,0.00,0.00,,,0.25,0.45,1.8,0.33,,36.3,
463,Tyler Bray\BrayTy00,CHI,QB,29,1,0,1.00,5.00,18.0,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,1.00,0.70,0.7,0.70,,59.0,
464,Jake Butt\ButtJa00,DEN,TE,25,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.80,0.40,1.00,2.50,0.00,0.00,0.00,0.00,,,0.20,0.50,2.5,0.30,,20.0,
465,Antonio Callaway\CallAn00,MIA,WR,23,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,1.00,13.0,13.00,0.00,0.00,0.00,0.00,,,1.00,2.30,2.3,1.80,,185.0,
466,Derek Carrier\CarrDe00,LVR,TE,30,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.10,0.10,1.40,14.00,0.00,0.00,0.00,0.00,,,0.10,0.24,2.4,0.19,,9.00,
467,Tyrie Cleveland\ClevTy00,DEN,WR,23,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.43,0.14,1.00,7.00,0.00,0.00,0.00,0.00,,,0.14,0.24,1.7,0.17,,27.4,
468,Tyler Conklin\ConkTy00,MIN,TE,25,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.20,1.10,5.50,0.00,0.00,0.00,0.00,,,0.10,0.31,3.1,0.21,,9.40,
469,Pharoh Cooper\CoopPh00,CAR,WR,25,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.09,0.09,1.09,12.00,0.00,0.09,0.00,0.00,,,0.09,0.20,2.2,0.15,,17.0,
470,Chandler Cox\CoxxCh01,MIA,RB,24,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.29,0.29,1.29,4.50,0.00,0.00,0.00,0.00,,,0.14,0.41,2.9,0.27,,20.0,
471,River Cracraft\CracRi00,SFO,WR,26,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.67,0.67,4.33,6.50,0.00,0.00,0.00,0.00,,,0.33,1.10,3.3,0.77,,62.0,
472,Josiah Deguara\DeguJo00,GNB,TE,23,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.50,6.00,12.00,0.00,0.00,0.00,0.00,,,0.50,1.10,2.2,0.85,,46.5,
473,Rico Dowdle\DowdRi01,DAL,RB,22,9,0,0.00,0.00,0.00,0.00,0.00,0.33,1.44,4.33,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.11,0.14,1.3,0.14,,15.1,
474,Alex Erickson\EricAl01,CIN,WR,28,10,0,0.00,0.00,0.00,0.00,0.00,0.20,0.90,4.50,0.00,0.30,0.20,1.70,8.50,0.00,0.10,0.10,0.00,,,0.10,0.26,3.6,0.16,,19.3,
475,Ryan Finley\FinlRy00,CIN,QB,26,2,0,1.50,5.00,15.0,0.00,0.50,0.50,9.50,19.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.50,0.55,2.1,1.05,,28.5,
476,D.J. Foster\FostD.01,ARI,RB,27,5,0,0.00,0.00,0.00,0.00,0.00,0.20,0.40,2.00,0.00,0.20,0.20,1.40,7.00,0.00,0.00,0.00,0.00,,,0.20,0.38,1.9,0.28,,28.4,
477,Bennie Fowler\FowlBe00,NOR,WR,29,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.20,0.40,2.20,5.50,0.00,0.00,0.00,0.00,,,0.20,0.62,3.1,0.42,,38.0,
478,Troy Fumagalli\FumaTr00,DEN,TE,25,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.00,6.00,6.00,0.00,0.00,0.00,0.00,,,0.50,1.60,3.2,1.10,,46.0,
479,Cullen Gillaspia\GillCu00,HOU,RB,25,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.14,0.14,0.86,6.00,0.00,0.00,0.00,0.00,,,0.14,0.23,1.6,0.16,,21.0,
480,Jaeden Graham\GrahJa01,ATL,TE,25,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.10,0.10,0.70,7.00,0.00,0.00,0.00,0.00,,,0.10,0.17,1.7,0.12,,9.80,
481,Temarrick Hemingway\HemiTe00,WAS,TE,27,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.33,0.17,1.67,10.00,0.00,0.00,0.00,0.00,,,0.17,0.33,2.0,0.25,,16.0,
482,Cody Hollister\HollCo00,TEN,WR,27,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.50,6.00,12.00,0.00,0.00,0.00,0.00,,,0.50,1.10,2.2,0.85,,94.0,
483,Jason Huntley\HuntJa01,PHI,RB,22,4,0,0.00,0.00,0.00,0.00,0.00,0.75,3.50,4.67,0.00,0.25,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.25,0.35,1.4,0.35,,33.3,
484,Blake Jarwin\JarwBl00,DAL,TE,26,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,1.00,12.0,12.00,0.00,0.00,0.00,0.00,,,1.00,2.20,2.2,1.70,,91.0,
485,Juwan Johnson\JohnJu02,NOR,WR,24,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,0.50,2.50,5.00,0.00,0.00,0.00,0.00,,,0.50,0.75,1.5,0.50,,98.0,
486,Dalton Keene\KeenDa00,NWE,TE,21,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,1.00,8.00,8.00,0.00,0.00,0.00,0.00,,,1.00,1.80,1.8,1.30,,97.0,
487,Marcus Kemp\KempMa00,KAN,WR,25,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.14,0.14,1.57,11.00,0.00,0.00,0.00,0.00,,,0.14,0.30,2.1,0.23,,27.0,
488,Keith Kirkwood\KirkKe00,CAR,WR,26,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.00,13.0,13.00,0.00,0.00,0.00,0.00,,,1.00,2.30,2.3,1.80,,184.0,
489,Tommylee Lewis\LewiTo00,NOR,WR,28,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,1.00,5.00,5.00,0.00,0.00,0.00,0.00,,,1.00,1.50,1.5,1.00,,195.0,
490,John Lovett\LoveJo02,GNB,QB,24,8,0,0.00,0.00,0.00,0.00,0.00,0.38,0.75,2.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.13,0.07,0.6,0.07,,7.50,
491,Lamar Miller\MillLa01,CHI,RB,29,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,2.00,6.00,3.00,0.00,0.00,0.00,0.00,,,1.00,2.60,2.6,1.60,,146.0,
492,Dare Ogunbowale\OgunDa00,JAX,RB,26,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.44,0.11,0.56,5.00,0.00,0.00,0.00,0.00,,,0.11,0.17,1.5,0.11,,16.6,
493,Devine Ozigbo\OzigDe01,JAX,RB,24,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,1.50,2.50,1.67,0.00,0.00,0.00,0.00,,,0.50,1.75,3.5,1.00,,74.0,
494,Senorise Perry\PerrSe00,TEN,RB,29,3,0,0.00,0.00,0.00,0.00,0.00,0.67,3.00,4.50,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.33,0.30,0.9,0.30,,47.7,
495,Artavis Pierce\PierAr00,CHI,RB,24,3,0,0.00,0.00,0.00,0.00,0.00,1.00,3.00,3.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.33,0.30,0.9,0.30,,46.0,
496,James Proche\ProcJa00,BAL,WR,24,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.10,1.40,14.00,0.00,0.00,0.00,0.00,,,0.10,0.24,2.4,0.19,,18.2,
497,C.J. Prosise\ProsC.00,HOU,RB,26,8,0,0.00,0.00,0.00,0.00,0.00,0.50,0.63,1.25,0.00,0.38,0.38,0.75,2.00,0.00,0.00,0.00,0.00,,,0.13,0.51,4.1,0.33,,17.1,
498,Theo Riddick\RiddTh00,LVR,RB,29,1,0,0.00,0.00,0.00,0.00,0.00,2.00,13.0,6.50,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,1.00,1.30,1.3,1.30,,134.0,
499,Jaylen Samuels\SamuJa00,PIT,RB,24,9,0,0.00,0.00,0.00,0.00,0.00,0.33,0.89,2.67,0.00,0.56,0.22,0.56,2.50,0.00,0.00,0.00,0.00,,,0.11,0.37,3.3,0.26,,15.0,
500,Mohamed Sanu\SanuMo00,2TM,WR,31,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.25,2.25,9.00,0.00,0.00,0.00,0.00,,,0.25,0.47,1.9,0.35,,47.8,
501,Trent Sherfield\SherTr00,ARI,WR,24,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.10,0.10,0.60,6.00,0.00,0.00,0.00,0.00,,,0.10,0.16,1.6,0.11,,19.4,
502,Vyncint Smith\SmitVy00,NYJ,WR,24,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.25,3.25,13.00,0.00,0.00,0.00,0.00,,,0.25,0.57,2.3,0.45,,45.8,
503,Jeremy Sprinkle\SpriJe00,WAS,TE,26,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.20,0.10,0.60,6.00,0.00,0.00,0.00,0.00,,,0.10,0.16,1.6,0.11,,9.90,
504,DeAndre Washington\WashDe00,2TM,RB,27,2,0,0.00,0.00,0.00,0.00,0.00,2.50,3.50,1.40,0.00,0.50,0.50,1.00,2.00,0.00,0.00,0.00,0.00,,,0.50,0.95,1.9,0.70,,69.5,
505,Dwayne Washington\WashDw00,NOR,RB,26,6,0,0.00,0.00,0.00,0.00,0.00,0.83,1.50,1.80,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.17,0.15,0.9,0.15,,23.5,
506,Trevon Wesco\WescTr00,NYJ,TE,25,8,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.25,0.13,0.63,5.00,0.00,0.00,0.00,0.00,,,0.13,0.19,1.5,0.13,,12.6,
507,Dexter Williams\WillDe07,GNB,RB,23,2,0,0.00,0.00,0.00,0.00,0.00,1.00,4.00,4.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,0.50,0.40,0.8,0.40,,72.0,
508,Deon Yelder\YeldDe00,KAN,TE,25,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.25,1.25,5.00,0.00,0.00,0.00,0.00,,,0.13,0.38,3.0,0.25,,11.9,
509,Stephen Anderson\AndeSt01,LAC,,27,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,10.6,
510,Antony Auclair\AuclAn00,TAM,,27,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,22.4,
511,Jeff Badet\BadeJe00,WAS,,26,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.33,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,73.7,
512,Kenjon Barner\BarnKe00,TAM,,31,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.33,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,51.0,
513,Marcus Baugh\BaugMa02,WAS,TE,26,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.25,0.25,0.50,2.00,0.00,0.00,0.00,0.00,,,,0.30,1.2,0.17,,26.0,
514,Evan Baylis\BaylEv00,ARI,,27,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,30.0,
515,Andrew Beck\BeckAn01,DEN,,24,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,23.8,
516,Daniel Brown\BrowDa04,NYJ,,28,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,11.6,
517,Fred Brown\BrowFr01,DEN,,27,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,210.0,
518,Deante Burton\BurtDe00,DAL,,26,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,207.0,
519,Hakeem Butler\ButlHa00,PHI,,24,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,109.0,
520,Deon Cain\CainDe00,PIT,,24,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,208.0,
521,Gehrig Dieter\DietGe00,KAN,,27,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,101.5,
522,Brandon Dillon\DillBr00,MIN,,23,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,110.0,
523,Keelan Doss\DossKe00,LVR,,24,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,200.0,
524,Trey Edmunds\EdmuTr00,PIT,,26,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,39.0,
525,Robert Foster\FostRo01,WAS,,26,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,202.0,
526,Blaine Gabbert\GabbBl00,TAM,QB,31,3,0,0.00,0.33,0.00,0.00,0.00,2.33,0.33,0.14,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,0.03,0.1,0.03,,21.0,
527,Rico Gafford\GaffRi00,LVR,,24,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.67,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,75.7,
528,Zach Gentry\GentZa00,PIT,,24,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,56.5,
529,Terry Godwin\GodwTe00,JAX,,24,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,112.0,
530,C.J. Goodwin\GoodC.00,DAL,,30,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.10,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,20.5,
531,Cyril Grayson\GrayCy01,TAM,,27,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,73.0,
532,Garrett Griffin\GrifGa00,NOR,,26,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,38.0,
533,Justin Hardee\HardJu01,NOR,,26,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,35.2,
534,Clark Harris\HarrCl20,CIN,,36,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,10.8,
535,Justice Hill\HillJu00,BAL,RB,23,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.17,0.17,0.50,3.00,0.00,0.00,0.00,0.00,,,,0.22,1.3,0.13,,25.2,
536,K.J. Hill\HillKJ00,LAC,WR,23,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.67,0.22,2.56,11.50,0.00,0.11,0.11,0.00,,,,0.26,3.3,0.14,,22.0,
537,J.P. Holtz\HoltJ.01,CHI,,27,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,11.5,
538,Johnny Holton\HoltJo00,NYG,,30,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,220.0,
539,Buddy Howell\HoweGr00,HOU,,24,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,19.3,
540,Alshon Jeffery\JeffAl00,PHI,,30,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.50,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,107.5,
541,Jake Kumerow\KumeJa00,BUF,,28,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,104.5,
542,Marken Michel\MichMa00,CAR,,27,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,201.0,
543,Bruce Miller\MillBr02,JAX,RB,33,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.29,0.14,0.29,2.00,0.00,0.00,0.00,0.00,,,,0.17,1.2,0.10,,21.7,
544,Chris Moore\MoorCh00,BAL,,27,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,216.0,
545,Jason Moore\MoorJa02,LAC,,25,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,106.0,
546,Stanley Morgan Jr.\MorgSt02,CIN,,24,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,217.0,
547,Jojo Natson\NatsJo00,CLE,WR,26,3,0,0.00,0.00,0.00,0.00,0.00,0.33,1.00,3.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,0.10,0.3,0.10,,65.7,
548,Isaac Nauta\NautIs00,DET,TE,23,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.33,0.17,0.50,3.00,0.00,0.00,0.00,0.00,,,,0.22,1.3,0.13,,17.2,
549,Qadree Ollison\OlliQa00,ATL,RB,24,3,0,0.00,0.00,0.00,0.00,0.00,0.33,1.00,3.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,0.10,0.3,0.10,,50.0,
550,Andre Roberts\RobeAn00,BUF,WR,32,10,0,0.00,0.00,0.00,0.00,0.00,0.10,-0.30,-3.00,0.00,0.30,0.20,2.20,11.00,0.00,0.10,0.10,0.00,,,,0.19,2.9,0.09,,22.8,
551,Mason Rudolph\RudoMa00,PIT,QB,25,4,0,0.75,1.00,2.25,0.00,0.00,1.50,-1.75,-1.17,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,-0.07,-0.3,-0.07,,16.3,
552,Eric Saubert\SaubEr00,JAX,TE,26,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.50,1.50,3.00,0.00,0.00,0.00,0.00,,,,0.65,1.3,0.40,,51.0,
553,Mason Schreck\SchrMa00,CIN,,27,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,13.6,
554,Ricky Seals-Jones\SealRi00,KAN,,25,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,199.0,
555,Tajae Sharpe\SharTa00,MIN,,26,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.50,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,111.0,
556,Matthew Slater\SlatMa00,NWE,,35,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,21.3,
557,Easton Stick\SticEa00,LAC,QB,25,1,0,1.00,1.00,4.00,0.00,0.00,1.00,-2.00,-2.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,64.0,
558,Chris Streveler\StreCh00,ARI,QB,25,4,0,0.00,0.00,0.00,0.00,0.00,0.25,0.75,3.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,0.07,0.3,0.07,,15.3,
559,Taywan Taylor\TaylTa00,CLE,,25,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,111.5,
560,Eric Tomlinson\TomlEr01,NYG,,28,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,105.0,
561,Ross Travis\TravRo00,NYJ,,27,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,118.0,
562,Malik Turner\TurnMa00,DAL,,24,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,56.5,
563,Kahale Warring\WarrKa00,HOU,,23,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,111.0,
564,Nsimba Webster\WebsNs00,LAR,,24,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.10,0.00,0.00,,,,,,,,20.6,
565,Kevin White\WhitKe00,SFO,,28,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,71.3,
566,Duke Williams\WillDu01,BUF,,28,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,204.0,
567,Jonathan Williams\WillJo07,DET,,26,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,51.7,
568,Luke Willson\WillLu00,2TM,,30,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,17.8,
569,Caleb Wilson\WilsCa00,PHI,,24,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,58.5,
570,Juwann Winfree\WinfJu00,GNB,,24,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,,,,,225.0,
571,Logan Woodside\WoodLo00,TEN,QB,25,2,0,0.50,0.50,3.50,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,,,0.15,0.3,0.15,,31.0,
572,Tim Boyle\BoylTi00,GNB,QB,26,6,0,0.00,0.00,0.00,0.00,0.00,1.33,-1.00,-0.75,0.00,0.00,0.00,0.00,,0.00,0.17,0.00,0.00,,,-0.17,-0.10,-0.6,-0.10,,11.0,
573,DeAndre Carter\CartDe02,HOU,WR,27,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.22,0.11,0.89,8.00,0.00,0.11,0.11,0.00,,,-0.11,-0.02,0.8,-0.08,,25.4,
574,Adrian Killins\KillAd00,PHI,RB,22,1,0,0.00,0.00,0.00,0.00,0.00,1.00,-12.00,-12.00,0.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,,,-1.00,,,-0.50,,157.0,
